EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview
96,Kashvi,Ram,Other,19,Widowed,Graduate,Information Tech,Sales Executive,Field Sales,01-09-2014,11,10,95,5,6,24,1,1,4,No,Often,₹56693,26,2,0,N/A,20,Yes,21,New Delhi,Delhi,India,Frequently,8,13,No,Work-Life Balance,No,90,25-05-2023
97,Nitya,Dar,Other,48,Widowed,High School,Legal,Software Engineer,Technology,"Oct 17, 2023",2,2,,1,3,99,2,3,2,Yes,Sometimes,₹48885,19,2,1,9,7,No,16,Lucknow,Uttar Pradesh,India,Rarely,0,ten,No,Career Growth,Yes,67,13-09-2024
98,Kaira,Iyengar,Other,38,Single,Graduate,Finance,Content Writer,Technology,17-03-2018,7,6,190,2,1,23,1,2,2,Yes,Never,₹81656,22,0,3,6,7,No,25,Coimbatore,Tamil Nadu,India,Always,17,ten,Yes,,Yes,13,23-08-2019
99,Kimaya,Keer,Other,49,Single,High School,Customer Support,DevOps Engineer,Field Sales,"May 29, 2025",0,0,,2,3,43,2,2,3,No,Never,₹37428,20,0,2,N/A,6,No,31,Udaipur,Rajasthan,India,Always,14,ten,No,,Yes,54,19-07-2025
100,Indranil,Zacharia,Female,56,Divorced,High School,Finance,Software Engineer,Field Sales,15-04-2013,12,12,,2,5,70,0,3,5,Yes,Often,62190,15,2,5,N/A,17,Yes,50,Coimbatore,Tamil Nadu,India,Frequently,10,4,No,,Yes,72,13-09-2022
101,Samiha,Lall,Other,35,Marrid,Graduate,I.T,R&D Scientist,Field Sales,28-03-2019,6,3,228,3,3,21,3,2,4,No,Rarely,₹50288,11,3,5,N/A,0,Yes,39,Kochi,Kerala,India,Always,9,12,Yes,Work-Life Balance,Yes,87,21-09-2020
102,Neysa,Khare,Male,52,Marrid,Graduate,Design,Content Writer,Field Sales,07-07-2020,5,2,,5,3,62,1,5,2,No,Never,₹22601,12,1,3,9,10,No,17,Mangalore,Karnataka,India,Frequently,18,7,No,Work-Life Balance,No,26,18-10-2021
103,Ehsaan,Goel,Other,43,Marrid,High School,Quality Assurance,Data Scientist,Technology,"Oct 27, 2024",1,0,,4,3,77,1,1,4,Yes,Never,199127,22,3,0,1,6,No,27,Hyderabad,Telangana,India,Always,18,6,No,Better Pay,No,33,24-08-2025
104,Shamik,Buch,M,21,Married,Postgraduate,Finance,Marketing Specialist,Field Sales,29-08-2018,7,7,397,2,2,36,3,0,3,Yes,Sometimes,₹22960,17,1,0,14,3,No,31,Hyderabad,Telangana,India,Frequently,10,ten,Yes,,No,22,31-07-2023
105,Armaan,Butala,M,57,Married,High School,Operations,Product Manager,Corporate,"Jul 06, 2009",16,15,194,4,6,77,5,0,5,No,Always,₹60435,2,1,1,28,6,Yes,15,New Delhi,Delhi,India,Always,0,1,No,Career Growth,Yes,23,14-08-2020
106,Neelofar,Magar,M,58,Married,High School,Product,UI/UX Designer,Technology,"Jul 29, 2021",4,2,,4,1,98,3,0,1,No,Rarely,₹97411,27,2,3,N/A,0,No,21,Mumbai,Maharashtra,Bangladesh,Always,0,ten,Yes,Career Growth,No,88,27-10-2024
107,Ritvik,Basak,Femle,56,Widowed,Postgraduate,R&D,Software Engineer,Corporate,26-06-2012,13,11,,3,5,98,2,3,3,Yes,Always,179600,8,0,0,N/A,9,No,48,Pune,Maharashtra,Bhutan,Rarely,10,2,No,,Yes,84,03-03-2020
108,Amira,Rege,M,47,Marrid,Postgraduate,Sales,Product Manager,Field Sales,"May 30, 2010",15,15,115,1,1,16,0,3,4,Yes,Rarely,₹29900,6,3,3,N/A,14,Yes,2,New Delhi,Delhi,India,Always,6,13,No,Career Growth,No,63,04-02-2025
109,Saira,Goel,Other,46,Marrid,High School,Quality Assurance,Operations Executive,Corporate,"Jul 13, 2023",2,0,,1,4,97,1,5,3,No,Often,₹98221,18,0,3,15,11,Yes,4,Pune,Maharashtra,India,Always,1,ten,Yes,,Yes,35,20-07-2023
110,Suhana,Barad,F,25,Divorced,Doctorate,Admin,Finance Analyst,Corporate,03-02-2023,2,0,193,5,3,36,5,1,1,No,Sometimes,194294,16,0,0,N/A,6,No,50,Mumbai,Maharashtra,India,Frequently,16,4,No,Career Growth,Yes,71,21-06-2024
111,Emir,Sura,F,37,Divorced,Graduate,Customer Support,Software Engineer,Corporate,21-02-2022,3,1,385,5,6,16,4,2,2,No,Often,₹89740,18,1,3,N/A,8,No,22,Hyderabad,Telangana,India,Frequently,16,4,Yes,Better Pay,No,68,08-04-2025
112,Nirvaan,Bala,M,59,Married,Postgraduate,R&D,Product Manager,Corporate,04-01-2009,16,13,,2,4,64,4,3,1,No,Sometimes,₹69837,4,2,1,N/A,20,No,13,Siliguri,West Bengal,India,Always,20,ten,No,Career Growth,Yes,38,27-01-2021
113,Himmat,Shetty,F,41,Married,Graduate,R&D,R&D Scientist,Technology,18-03-2019,6,6,,1,2,33,5,5,1,No,Often,₹63328,20,1,3,4,20,Yes,14,Pune,Maharashtra,Bhutan,Always,5,ten,Yes,Work-Life Balance,No,33,24-05-2025
114,Romil,Jhaveri,M,38,Widowed,Graduate,Finance,Project Manager,Field Sales,11-01-2011,14,12,,5,4,87,2,3,5,No,Rarely,₹83907,18,0,3,N/A,8,No,27,Kochi,Kerala,India,Always,14,2,Yes,,Yes,74,08-02-2012
115,Baiju,Butala,Male,27,Single,Doctorate,I.T,UI/UX Designer,Technology,"Jul 21, 2010",15,12,,1,2,86,3,1,5,Yes,Sometimes,117511,13,0,0,30,2,No,6,Hyderabad,Telangana,India,Frequently,1,ten,No,Work-Life Balance,No,37,03-07-2013
116,Vihaan,Bali,M,44,Marrid,High School,Supply Chain,UI/UX Designer,Corporate,12-02-2010,15,13,398,1,2,69,5,3,1,No,Always,126948,2,3,2,8,11,Yes,40,New Delhi,Delhi,India,Always,10,12,Yes,Career Growth,Yes,68,06-04-2017
117,Madhav,Karan,M,19,Single,Graduate,R&D,Content Writer,Field Sales,07-09-2013,12,11,,4,2,93,3,2,4,Yes,Always,28799,13,2,1,5,2,No,36,Hyderabad,Telangana,India,Always,12,6,Yes,Better Pay,No,99,12-07-2025
118,Sana,Chakrabarti,Female,54,Married,Postgraduate,Information Tech,Finance Analyst,Corporate,24-06-2014,11,11,516,2,2,57,3,2,2,Yes,Sometimes,₹87646,28,3,5,19,9,No,9,Udaipur,Rajasthan,India,Rarely,14,2,No,,Yes,43,25-11-2024
119,Aarush,Joshi,Female,75,Divorced,High School,Sales,Marketing Specialist,Technology,22-09-2022,3,2,243,3,1,61,0,1,1,No,Sometimes,87960,20,1,5,N/A,14,Yes,30,Kolkata,West Bengal,Pakistan,Always,13,8,Yes,Career Growth,No,73,07-06-2024
120,Umang,Lala,Femle,51,Divorced,Postgraduate,Legal,HR Manager,Technology,09-07-2014,11,8,169,4,1,84,2,3,4,No,Often,129425,17,1,5,N/A,14,No,18,Noida,Uttar Pradesh,India,Rarely,10,ten,Yes,Career Growth,Yes,8,03-06-2020
121,Aniruddh,Basu,F,60,Widowed,High School,R&D,Software Engineer,Technology,24-08-2020,5,4,407,4,3,83,2,4,3,No,Never,135917,13,1,5,19,2,No,39,Jaipur,Rajasthan,India,Frequently,7,ten,Yes,Career Growth,Yes,83,19-04-2025
122,Hansh,Dutt,Femle,23,Single,Doctorate,Sales,Data Scientist,Corporate,"Nov 26, 2009",16,15,,4,3,48,4,0,3,No,Sometimes,171746,8,3,5,N/A,20,Yes,20,Hyderabad,Telangana,Bhutan,Rarely,6,ten,No,Work-Life Balance,No,46,21-01-2021
123,Tara,Comar,Other,36,Widowed,Graduate,IT,Analyst,Field Sales,02-07-2016,9,6,29,2,5,24,0,1,2,Yes,Always,₹27015,13,2,0,11,14,No,39,Pune,Maharashtra,India,Rarely,5,2,Yes,Better Pay,Yes,42,03-06-2023
124,Purab,Rout,M,42,Married,Postgraduate,Quality Assurance,Operations Executive,Technology,"May 08, 2016",9,8,,5,4,13,3,3,5,yes,Often,51674,11,2,3,N/A,5,Yes,21,Surat,Gujarat,India,Frequently,20,7,No,,No,90,08-06-2019
125,Damini,Sandal,Femle,19,Widowed,Graduate,Finance,Finance Analyst,Corporate,"Mar 08, 2015",10,8,,4,3,73,1,4,2,No,Always,₹38271,14,3,1,7,11,Yes,26,Mangalore,Karnataka,India,Always,15,ten,Yes,Better Pay,No,3,04-10-2021
126,Charvi,Dhingra,Female,24,Widowed,Graduate,Finance,Business Analyst,Field Sales,19-04-2025,0,0,,2,5,89,4,4,2,Yes,Often,₹28915,22,1,2,10,0,Yes,32,Mumbai,Maharashtra,India,Rarely,10,12,No,Career Growth,Yes,37,17-05-2025
127,Stuvan,Buch,Femle,46,Divorced,Graduate,Information Tech,Project Manager,Corporate,"Jan 04, 2012",13,10,,1,5,31,4,1,4,Yes,Always,69285,12,2,3,3,2,No,12,Jaipur,Rajasthan,India,Frequently,7,ten,No,Work-Life Balance,Yes,43,02-10-2017
128,Badal,Vasa,Other,41,Single,Postgraduate,Customer Support,Finance Analyst,Field Sales,03-02-2023,2,2,363,3,4,23,2,3,5,No,Sometimes,160629,12,2,2,N/A,14,No,22,Nagpur,Maharashtra,India,Rarely,7,3,No,Work-Life Balance,Yes,46,27-12-2024
129,Nayantara,Dalal,Male,37,Divorced,Graduate,Marketing,Project Manager,Corporate,26-02-2025,0,0,197,2,6,8,1,3,4,Yes,Never,174103,18,0,1,N/A,17,No,50,Ahmedabad,Gujarat,India,Always,14,4,Yes,Work-Life Balance,No,77,12-05-2025
130,Mishti,Banerjee,F,48,Divorced,Graduate,Admin,DevOps Engineer,Technology,23-09-2024,1,0,11,1,4,79,0,0,4,No,Sometimes,79602,17,2,1,10,16,No,40,Bengaluru,Karnataka,Bhutan,Always,2,ten,No,Work-Life Balance,No,78,11-02-2025
131,Akarsh,Kale,Male,55,Married,Graduate,Operations,Marketing Specialist,Corporate,"Feb 25, 2025",0,0,,5,5,73,2,2,2,Yes,Often,91254,19,2,3,N/A,17,Yes,36,Hyderabad,Telangana,India,Always,7,9,No,Work-Life Balance,Yes,94,04-08-2025
132,Lavanya,Sabharwal,Femle,26,Single,Doctorate,Finance,Operations Executive,Corporate,"Jan 31, 2022",3,2,57,3,5,50,5,5,1,Yes,Always,₹62728,25,1,5,N/A,14,No,9,Ahmedabad,Gujarat,India,Always,18,ten,Yes,Career Growth,Yes,42,01-04-2022
133,Ryan,Bakshi,F,31,Divorced,Doctorate,Supply Chain,Operations Executive,Corporate,04-02-2015,10,9,,3,1,16,5,0,4,Yes,Rarely,₹70356,4,2,3,N/A,10,No,16,Ahmedabad,Gujarat,Nepal,Always,9,ten,No,Better Pay,Yes,6,15-12-2023
134,Raghav,Kara,Female,54,Widowed,High School,Sales,Customer Support Rep,Corporate,21-08-2016,9,9,333,4,6,55,2,5,1,No,Sometimes,149874,6,0,3,N/A,6,No,30,Mysuru,Karnataka,India,Rarely,1,7,No,Work-Life Balance,Yes,74,09-03-2017
135,Ira,Varghese,Female,53,Widowed,Doctorate,Information Tech,Project Manager,Field Sales,"Dec 10, 2012",13,12,397,5,4,39,0,2,3,No,Always,51506,15,1,5,3,8,No,2,Hyderabad,Telangana,India,Always,12,12,No,,No,92,10-01-2024
136,Aaina,Handa,F,28,Married,Graduate,Quality Assurance,UI/UX Designer,Corporate,13-09-2015,10,8,,2,4,0,2,1,2,No,Rarely,133791,14,0,5,N/A,1,Yes,41,Chennai,Tamil Nadu,India,Rarely,16,ten,Yes,Better Pay,No,16,15-12-2020
137,Lakshay,Suri,Male,46,Single,Graduate,Admin,Software Engineer,Field Sales,10-03-2021,4,1,,4,5,43,0,3,1,Yes,Never,₹86701,30,2,3,N/A,12,No,24,New Delhi,Delhi,India,Frequently,6,11,No,,No,90,13-09-2025
138,Vardaniya,Suri,F,23,Married,Graduate,HR,Software Engineer,Corporate,"Apr 09, 2024",1,0,,5,2,67,0,3,3,No,Rarely,₹48438,4,3,3,13,5,Yes,6,Hyderabad,Telangana,India,Always,2,2,Yes,Career Growth,Yes,60,30-03-2025
139,Nirvaan,Sarin,Femle,33,Widowed,High School,IT,QA Engineer,Corporate,14-02-2013,12,12,58,3,5,4,4,0,5,Yes,Rarely,₹96867,15,3,0,5,9,No,48,New Delhi,Delhi,India,Frequently,1,5,Yes,Better Pay,No,85,13-03-2022
140,Aarush,Chada,Female,51,Married,Doctorate,Marketing,Legal Associate,Corporate,06-02-2011,14,14,301,5,2,55,4,2,3,Yes,Never,₹89827,20,2,5,N/A,15,Yes,46,Nagpur,Maharashtra,India,Rarely,18,9,No,Work-Life Balance,Yes,61,20-10-2021
141,Mehul,Chaudhary,Female,47,Married,Graduate,Design,Finance Analyst,Field Sales,"Sep 27, 2022",3,2,266,3,5,81,5,0,2,No,Often,₹39130,22,1,2,21,0,No,32,Kolkata,West Bengal,India,Always,13,10,No,Work-Life Balance,No,88,22-12-2022
142,Kartik,Arora,F,30,Marrid,Graduate,Supply Chain,Data Scientist,Field Sales,14-07-2019,6,5,532,1,6,17,2,4,4,Yes,Sometimes,111102,27,1,2,13,8,Yes,23,Mysuru,Karnataka,India,Always,5,ten,Yes,Better Pay,Yes,43,16-11-2019
143,Yasmin,Gupta,F,31,Marrid,High School,Design,Operations Executive,Corporate,"Dec 19, 2023",2,1,460,3,2,2,3,4,4,Yes,Often,110666,2,3,1,N/A,4,Yes,33,Ahmedabad,Gujarat,India,Rarely,13,ten,No,Better Pay,No,27,07-01-2025
144,Bhamini,Bose,M,44,Single,Graduate,Supply Chain,Project Manager,Field Sales,03-06-2015,10,8,14,1,5,28,1,0,4,No,Always,71944,22,1,0,N/A,19,No,37,Chennai,Tamil Nadu,India,Always,20,14,No,Work-Life Balance,Yes,48,17-11-2018
145,Yasmin,Savant,Female,35,Widowed,High School,Finance,Legal Associate,Technology,01-09-2014,11,11,,4,4,3,2,5,2,Yes,Often,₹38658,19,2,2,N/A,1,Yes,22,Bengaluru,Karnataka,Bangladesh,Always,19,2,Yes,Career Growth,Yes,75,16-03-2022
146,Taimur,Walia,Female,19,Single,Doctorate,Information Tech,R&D Scientist,Technology,04-08-2010,15,12,,1,4,27,5,5,1,No,Rarely,35508,27,1,0,29,8,Yes,42,Siliguri,West Bengal,India,Rarely,11,13,Yes,Career Growth,No,74,14-03-2025
147,Onkar,Khurana,Femle,39,Widowed,Graduate,Finance,Data Scientist,Technology,22-09-2024,1,0,,2,4,36,1,3,2,Yes,Sometimes,131691,7,2,1,N/A,16,No,16,Kolkata,West Bengal,India,Frequently,14,ten,No,Career Growth,No,16,29-11-2024
148,Samarth,Bhatti,Female,33,Marrid,High School,Finance,Product Manager,Field Sales,04-07-2017,8,6,,1,2,92,0,0,2,No,Sometimes,₹85367,0,1,2,N/A,15,Yes,45,Udaipur,Rajasthan,India,Frequently,9,ten,No,,Yes,67,15-10-2018
149,Faiyaz,Bhandari,M,57,Single,Postgraduate,Admin,UI/UX Designer,Field Sales,13-01-2011,14,14,427,3,6,22,3,4,5,No,Always,196719,20,2,1,N/A,11,Yes,43,Mumbai,Maharashtra,India,Frequently,15,ten,Yes,Work-Life Balance,Yes,36,11-05-2025
150,Saksham,Vora,M,53,Widowed,Graduate,Information Tech,Customer Support Rep,Corporate,02-11-2017,8,5,,3,1,42,3,0,5,Yes,Rarely,114074,14,1,5,18,6,No,44,New Delhi,Delhi,India,Rarely,17,6,No,Work-Life Balance,No,63,16-10-2018
151,Adah,Sama,M,33,Marrid,Postgraduate,Legal,Legal Associate,Corporate,"Jan 05, 2015",10,7,420,1,6,46,3,1,1,No,Often,₹89973,11,2,5,N/A,17,No,39,Lucknow,Uttar Pradesh,India,Frequently,19,1,No,Career Growth,No,10,31-08-2021
152,Dhanuk,Apte,M,22,Married,High School,I.T,Sales Executive,Field Sales,17-08-2009,16,13,446,5,1,34,2,5,4,Yes,Always,132654,7,3,3,N/A,20,Yes,32,Ahmedabad,Gujarat,India,Always,20,ten,Yes,,Yes,15,28-11-2022
153,Adah,Bedi,Male,20,Single,Graduate,Design,Marketing Specialist,Field Sales,06-06-2009,16,16,,3,2,90,4,1,1,No,Always,₹33487,9,1,3,N/A,13,No,37,Mumbai,Maharashtra,India,Always,4,7,No,,Yes,2,05-03-2013
154,Vanya,Boase,M,28,Single,Postgraduate,Quality Assurance,HR Manager,Technology,"Feb 25, 2010",15,15,522,2,1,45,1,0,2,No,Always,₹56378,16,3,3,29,1,No,21,Surat,Gujarat,India,Frequently,12,13,No,Better Pay,Yes,13,24-01-2021
155,Trisha,Chaudhuri,Male,18,Divorced,High School,Product,Data Scientist,Technology,07-12-2020,5,4,446,1,5,18,2,5,2,No,Always,₹69928,7,1,3,N/A,19,Yes,34,Siliguri,West Bengal,India,Frequently,18,5,No,,Yes,39,18-10-2024
156,Vardaniya,Chaudhari,F,36,Marrid,Graduate,Legal,Finance Analyst,Corporate,04-06-2014,11,11,181,1,6,47,0,2,2,Yes,Sometimes,₹84163,26,3,3,7,8,Yes,6,Noida,Uttar Pradesh,India,Rarely,1,8,No,,No,69,22-05-2016
157,Indrajit,Kapur,M,26,Divorced,Graduate,Customer Support,UI/UX Designer,Corporate,"Jul 05, 2023",2,2,,1,3,84,0,4,3,No,Sometimes,57470,20,1,2,2,10,No,17,Siliguri,West Bengal,India,Frequently,4,4,Yes,,Yes,15,22-05-2025
158,Damini,Ravel,Female,33,Marrid,High School,I.T,Content Writer,Corporate,19-09-2011,14,14,,5,1,71,0,2,1,No,Rarely,₹25773,24,0,5,29,16,Yes,27,New Delhi,Delhi,India,Rarely,5,8,No,Work-Life Balance,Yes,82,22-05-2014
159,Tara,Tiwari,Male,75,Divorced,High School,Design,UI/UX Designer,Technology,"Jul 03, 2022",3,2,358,3,2,70,4,3,2,Yes,Never,₹38529,4,1,2,N/A,5,Yes,23,Chennai,Tamil Nadu,India,Rarely,12,ten,Yes,,No,91,02-04-2023
160,Jayesh,Ratti,M,52,Divorced,Graduate,Product,Data Scientist,Field Sales,"Dec 02, 2023",2,0,,1,6,47,5,3,3,Yes,Always,93813,9,1,5,13,19,No,14,Bengaluru,Karnataka,India,Always,7,ten,No,Career Growth,No,40,20-11-2024
161,Gokul,De,M,44,Widowed,Doctorate,Sales,Finance Analyst,Technology,08-11-2018,7,6,,3,2,50,4,4,3,Yes,Always,155063,12,3,5,20,18,No,27,Nagpur,Maharashtra,India,Always,8,5,Yes,,Yes,57,11-06-2019
162,Dhanush,Malhotra,F,28,Marrid,Graduate,Admin,Product Manager,Field Sales,27-02-2011,14,12,,3,6,76,1,2,1,No,Always,₹79481,13,2,1,N/A,7,No,40,Ahmedabad,Gujarat,India,Always,8,ten,No,Career Growth,No,51,07-11-2020
163,Manikya,Kale,F,20,Single,Graduate,Information Tech,Business Analyst,Technology,08-11-2018,7,5,537,2,1,45,1,5,2,Yes,Sometimes,195313,2,1,1,1,15,No,25,Thiruvananthapuram,Kerala,Bangladesh,Rarely,1,9,No,,No,47,10-12-2020
164,Jivin,Date,F,29,Marrid,Doctorate,Quality Assurance,QA Engineer,Field Sales,04-03-2016,9,9,,4,6,21,4,0,3,No,Often,₹85727,30,3,5,N/A,16,Yes,5,Surat,Gujarat,Nepal,Always,14,ten,No,Work-Life Balance,No,29,11-11-2019
165,Shalv,Bath,Female,55,Single,Postgraduate,IT,Data Scientist,Technology,03-02-2019,6,5,452,4,3,40,3,2,3,Yes,Often,26039,18,2,0,18,3,Yes,18,Hyderabad,Telangana,India,Always,1,5,Yes,Better Pay,No,60,09-01-2020
166,Drishya,Choudhry,F,60,Divorced,Graduate,Operations,DevOps Engineer,Field Sales,"Jan 16, 2013",12,11,,3,5,55,1,4,3,Yes,Sometimes,₹68236,10,3,0,13,11,Yes,17,Ahmedabad,Gujarat,India,Rarely,13,9,No,Work-Life Balance,No,27,26-06-2015
167,Faiyaz,Ratta,F,33,Single,Doctorate,Information Tech,Finance Analyst,Technology,04-03-2021,4,1,,2,1,87,3,2,2,Yes,Always,₹28098,22,0,3,N/A,16,No,33,Chennai,Tamil Nadu,India,Rarely,12,ten,Yes,Career Growth,No,84,08-04-2022
168,Myra,Sachar,Male,18,Single,Graduate,Operations,DevOps Engineer,Field Sales,"Aug 27, 2017",8,5,419,5,6,36,0,1,2,Yes,Rarely,₹81646,21,2,2,12,9,Yes,15,Mumbai,Maharashtra,India,Frequently,6,ten,No,Career Growth,No,99,17-12-2021
169,Piya,Tata,Male,58,Widowed,High School,Quality Assurance,Customer Support Rep,Technology,"Dec 04, 2011",14,12,413,5,2,99,2,0,5,Yes,Always,144921,24,0,5,N/A,13,Yes,17,Coimbatore,Tamil Nadu,India,Always,10,7,No,Career Growth,No,53,26-08-2016
170,Rati,Jain,M,59,Divorced,Doctorate,Quality Assurance,Analyst,Field Sales,"Jan 26, 2021",4,1,,3,4,86,4,5,2,No,Sometimes,50294,25,3,5,N/A,18,No,49,Hyderabad,Telangana,India,Frequently,6,7,No,,Yes,62,11-07-2022
171,Vaibhav,Uppal,Femle,20,Married,Doctorate,R&D,Data Scientist,Field Sales,20-06-2017,8,7,,1,6,79,1,1,4,Yes,Never,₹60647,28,1,5,N/A,18,No,40,Kochi,Kerala,India,Always,16,2,No,Better Pay,Yes,86,19-12-2019
172,Farhan,Kata,Male,35,Widowed,Graduate,Product,Data Scientist,Technology,29-07-2014,11,11,,5,1,78,2,0,4,No,Rarely,₹84393,17,1,1,30,1,Yes,19,Nagpur,Maharashtra,India,Always,13,ten,Yes,Better Pay,No,24,16-05-2023
173,Misha,Sama,Other,21,Divorced,High School,Legal,Legal Associate,Corporate,"May 31, 2011",14,12,,2,2,70,4,3,3,No,Often,129398,1,1,2,30,2,No,4,Coimbatore,Tamil Nadu,India,Rarely,17,ten,No,Career Growth,Yes,7,01-04-2012
174,Anya,Aurora,Other,22,Married,Graduate,Marketing,DevOps Engineer,Corporate,18-05-2012,13,12,,1,3,11,5,0,1,Yes,Always,₹39182,8,0,3,3,9,Yes,43,Mumbai,Maharashtra,India,Frequently,14,ten,Yes,Better Pay,Yes,19,22-04-2021
175,Aaina,Jaggi,Femle,34,Widowed,High School,IT,Operations Executive,Technology,"Sep 23, 2013",12,9,19,4,5,83,1,4,5,No,Never,107002,12,3,1,10,15,No,27,Coimbatore,Tamil Nadu,India,Rarely,9,7,No,Better Pay,No,32,03-12-2018
176,Umang,Sampath,Other,57,Marrid,Postgraduate,IT,R&D Scientist,Field Sales,03-06-2009,16,14,,5,5,60,2,0,4,Yes,Always,183684,23,3,3,N/A,8,No,44,Noida,Uttar Pradesh,Pakistan,Frequently,13,1,No,Better Pay,No,73,11-07-2014
177,Kanav,Chander,Male,75,Single,Graduate,Quality Assurance,Business Analyst,Corporate,23-08-2021,4,1,159,4,6,75,2,0,1,No,Never,₹51197,14,1,3,24,19,Yes,16,Thiruvananthapuram,Kerala,India,Rarely,2,ten,No,,No,52,02-03-2023
178,Shamik,Khanna,F,34,Divorced,Graduate,Quality Assurance,DevOps Engineer,Corporate,03-06-2020,5,5,,4,5,69,4,0,5,No,Sometimes,34285,30,3,2,12,18,Yes,46,New Delhi,Delhi,India,Always,14,5,Yes,Work-Life Balance,Yes,92,20-04-2022
179,Zaina,Bawa,M,18,Divorced,Graduate,HR,Software Engineer,Technology,21-09-2009,16,13,335,5,3,81,0,1,3,No,Never,₹91982,11,3,5,N/A,12,No,19,Mangalore,Karnataka,India,Always,17,10,Yes,Career Growth,No,66,30-01-2021
180,Raunak,Bora,Female,29,Single,Graduate,Sales,Finance Analyst,Field Sales,08-09-2009,16,15,157,5,4,68,1,4,4,No,Never,74783,23,1,0,N/A,4,Yes,36,Coimbatore,Tamil Nadu,India,Rarely,14,9,Yes,Career Growth,No,82,07-01-2013
181,Gokul,Behl,F,24,Married,Doctorate,IT,Analyst,Corporate,07-05-2021,4,1,,3,1,77,0,3,3,No,Rarely,₹23094,23,1,0,N/A,3,Yes,47,Pune,Maharashtra,India,Frequently,16,ten,Yes,Work-Life Balance,Yes,67,26-01-2024
182,Zara,Badami,F,52,Married,Postgraduate,IT,DevOps Engineer,Corporate,"Nov 15, 2016",9,8,,2,6,99,0,4,2,Yes,Sometimes,₹66382,12,1,0,N/A,8,No,10,Udaipur,Rajasthan,India,Frequently,0,ten,Yes,,No,81,16-02-2024
183,Kimaya,Virk,Femle,53,Single,Doctorate,Product,R&D Scientist,Corporate,10-07-2013,12,12,227,4,4,78,3,0,1,Yes,Rarely,₹59614,11,0,2,N/A,2,No,38,Surat,Gujarat,India,Frequently,0,7,Yes,Work-Life Balance,Yes,13,17-09-2013
184,Shanaya,Bedi,Femle,29,Widowed,Doctorate,Marketing,Software Engineer,Technology,13-02-2010,15,14,516,1,1,76,4,1,4,No,Rarely,₹96000,3,0,1,N/A,15,No,12,Jaipur,Rajasthan,India,Rarely,15,5,No,,No,54,17-03-2025
185,Vidur,Bhasin,Male,22,Marrid,Doctorate,Customer Support,Project Manager,Field Sales,04-05-2020,5,5,,1,6,77,5,4,4,No,Rarely,₹83522,18,1,3,N/A,13,Yes,3,Kolkata,West Bengal,India,Always,14,9,No,Career Growth,No,71,02-04-2021
186,Shayak,Borah,F,60,Widowed,Doctorate,IT,Data Scientist,Technology,19-03-2025,0,0,56,1,5,21,3,2,4,Yes,Never,₹68806,17,2,0,N/A,20,Yes,20,Hyderabad,Telangana,India,Rarely,6,5,No,Career Growth,Yes,96,06-05-2025
187,Rania,Bedi,Other,19,Divorced,Graduate,Information Tech,Business Analyst,Technology,"May 21, 2012",13,12,,5,1,40,3,0,1,No,Sometimes,106826,0,0,2,N/A,5,No,13,Kochi,Kerala,India,Rarely,16,ten,Yes,,No,6,14-08-2014
188,Aaryahi,Bajaj,Female,50,Divorced,Doctorate,Supply Chain,HR Manager,Corporate,24-09-2020,5,3,,5,5,40,5,4,4,No,Often,₹51447,21,0,1,4,13,No,25,Noida,Uttar Pradesh,India,Frequently,11,ten,Yes,Work-Life Balance,Yes,31,13-12-2022
189,Aayush,Sani,Femle,54,Divorced,Graduate,Admin,Software Engineer,Technology,"May 28, 2020",5,3,547,5,1,32,3,5,4,Yes,Sometimes,80165,24,2,2,N/A,16,No,44,Kochi,Kerala,India,Always,0,ten,No,,No,34,18-03-2022
190,Sara,Mallick,Other,37,Widowed,High School,Design,Analyst,Field Sales,18-12-2012,13,11,391,3,5,21,3,4,5,Yes,Always,₹71921,23,2,0,19,9,No,12,Mangalore,Karnataka,India,Always,19,6,No,,No,65,01-07-2022
191,Zoya,Varkey,F,22,Single,Graduate,Marketing,UI/UX Designer,Field Sales,"May 19, 2024",1,1,553,5,4,30,2,1,5,Yes,Always,177638,29,1,5,26,3,Yes,41,Hyderabad,Telangana,Bhutan,Rarely,7,5,No,Career Growth,No,55,03-07-2025
192,Mannat,Handa,Male,50,Divorced,Doctorate,Marketing,Finance Analyst,Technology,15-08-2023,2,2,,5,2,44,3,1,1,Yes,Rarely,111083,3,1,2,N/A,16,Yes,47,Siliguri,West Bengal,India,Always,5,12,Yes,,No,75,17-12-2024
193,Nishith,Das,Other,51,Marrid,Doctorate,Supply Chain,HR Manager,Technology,20-04-2009,16,16,,3,6,29,0,1,5,Yes,Always,₹51809,7,3,5,N/A,0,No,24,Udaipur,Rajasthan,India,Rarely,1,11,No,,Yes,95,18-10-2010
